,Name,Score,Score_Rank,Popularity_Rank,Members,Favorites,Studio,episodes,Genres,Theme(s),Demographic,rating,duration,platform,aired_time,overview,related_animes,caracter_name,hero,sup_heros,supporters,Adaptation,Prequel,Alternative_version,Side_story,Sequel
419,Black Clover,8.14,420,65,1520413,42726,Pierrot,170,"Action, Comedy, Fantasy","Psychological, School",Shounen,PG-13 - Teens 13 or older,23 min. ,TV,Oct 3/2017 to Mar 30/2021,"Asta and Yuno were abandoned at the same church on the same day. Raised together as children, they came to know of the ""Wizard King""—a title given to the strongest mage in the kingdom—and promised that they would compete against each other for the position of the next Wizard King. However, as they grew up, the stark difference between them became evident. While Yuno is able to wield magic with amazing power and control, Asta cannot use magic at all and desperately tries to awaken his powers by training physically.When they reach the age of 15, Yuno is bestowed a spectacular Grimoire with a four-leaf clover, while Asta receives nothing. However, soon after, Yuno is attacked by a person named Lebuty, whose main purpose is to obtain Yuno Grimoire. Asta tries to fight Lebuty, but he is outmatched. Though without hope and on the brink of defeat, he finds the strength to continue when he hears Yuno voice. Unleashing his inner emotions in a rage, Asta receives a five-leaf clover Grimoire, a ""Black Clover"" giving him enough power to defeat Lebuty. A few days later, the two friends head out into the world, both seeking the same goal—to become the Wizard King!","{'Adaptation': 'Black Clover', 'Alternative version': 'Black Clover__Jump Festa 2016 Special', 'Side story': 'Black Clover__Jump Festa 2018 Special', 'Other': 'Mugyutto! Black Clover'}","{'Noelle Silva': 'Main', 'Yami Sukehiro': 'Main', 'Mereoleona Vermillion': 'Main', 'Luck Voltia': 'Supporting', 'Julius Novachrono': 'Supporting', 'Charmy Papittson': 'Supporting', 'Zora Ideale': 'Supporting'}",Noelle Silva,"['Yami Sukehiro', 'Mereoleona Vermillion']","['Luck Voltia', 'Julius Novachrono', 'Charmy Papittson', 'Zora Ideale']",Black Clover,,Black Clover__Jump Festa 2016 Special,Black Clover__Jump Festa 2018 Special,
420,Gankutsuou,8.14,421,919,238409,3773,Gone-zo,24,"Award Winning, Drama, Mystery, Sci-Fi, Supernatural, Suspense","Psychological, School",Shounen,R - 17+ (violence & profanity),24 min. ,TV,Oct 6/2004 to Mar 30/2005,"In the year 5053, French aristocrats Viscount Albert de Morcerf and Baron Franz d'Epinay attend the festival of Carnival on the moon city of Luna. While Franz is just looking to have fun, Albert is seeking something more to fill his life—but he finds more than he bargained for in The Count of Monte Cristo, a mysterious and charming self-made nobleman who meets his gaze during an opera performance.Through a few twists and turns, Albert befriends the Count and introduces him into French society. The Count, however, has more on his mind than just friendship; he plots to finally unleash his vengeance on those who wronged him years earlier. Gankutsuou follows Albert and the Count intertwined destinies and the ultimate price paid for enacting revenge.",{'Adaptation': 'Gankutsuou'},"{""Franz d'Epinay"": 'Main', 'Albert de Morcerf': 'Main', 'Haydée Tebelin': 'Main', 'Eugénie Danglars': 'Supporting', 'Andrea Cavalcanti': 'Supporting', 'Giovanni Bertuccio': 'Supporting', 'Fernand Morcerf': 'Supporting'}",Franz d'Epinay,"['Albert de Morcerf', 'Haydée Tebelin']","['Eugénie Danglars', 'Andrea Cavalcanti', 'Giovanni Bertuccio', 'Fernand Morcerf']",Gankutsuou,,,,
421,Ginga Eiyuu Densetsu: Die Neue These - Seiran 2,8.14,422,4252,23115,41,Production I.G,4,"Drama, Sci-Fi","Adult Cast, Military, Space",Shounen,R - 17+ (violence & profanity),25 min. ,Movie,Oct 25/2019,"Marquis Reinhard von Lohengramm plot to destabilize the Free Planets Alliance succeeds when the treacherous former Rear Admiral Arthur Lynch instigates a coup on Heinessen. Equipped with a plan crafted by Reinhard himself, Lynch encourages his longtime friend Admiral Dwight Greenhill to supervise the National Salvation Military Council toppling of the civilian government. Seeking to defend democracy and restore the Alliance constitution, Admiral Yang Wen-li faces off against his fellow citizens—and, regrettably, the father of his devoted adjutant Lieutenant Frederica Greenhill.Now with the Free Planets Alliance thoroughly occupied with their own internal matters, the forces of the Galactic Empire can safely suppress the newly formed Lippstadt League led by Duke Otto von Braunschweig. However, with his friend and loyal subordinate High Admiral Siegfried Kircheis fighting far away in the noble-controlled frontier regions, Reinhard increasingly relies on the advice of the ruthless Vice Admiral Paul von Oberstein, whose influence within the esteemed Lohengramm admiralty steadily grows.Though bloodshed is inevitable on both sides of the galaxy, Yang Wen-li of the Alliance and Reinhard von Lohengramm of the Empire each ask themselves the same questions: how will history look back on their actions? Will the ends justify the means?","{'Adaptation': 'Ginga Eiyuu Densetsu', 'Alternative version': 'Ginga Eiyuu Densetsu', 'Prequel': 'Ginga Eiyuu Densetsu__Die Neue These - Seiran 1', 'Sequel': 'Ginga Eiyuu Densetsu__Die Neue These - Seiran 3'}","{'Wen-li Yang': 'Main', 'Reinhard von Lohengramm': 'Main', 'Siegfried Kircheis': 'Main', 'Oskar von Reuenthal': 'Supporting', 'Paul von Oberstein': 'Supporting', 'Walter von Schönkopf': 'Supporting', 'Wolfgang Mittermeyer': 'Supporting', 'Julian Minci': 'Supporting', 'Dusty Attenborough': 'Supporting', 'Frederica Greenhill': 'Supporting'}",Wen-li Yang,"['Reinhard von Lohengramm', 'Siegfried Kircheis']","['Oskar von Reuenthal', 'Paul von Oberstein', 'Walter von Schönkopf', 'Wolfgang Mittermeyer', 'Julian Minci', 'Dusty Attenborough', 'Frederica Greenhill']",Ginga Eiyuu Densetsu,Ginga Eiyuu Densetsu__Die Neue These - Seiran 1,Ginga Eiyuu Densetsu,,Ginga Eiyuu Densetsu__Die Neue These - Seiran 3
422,Given Movie,8.14,423,1019,215600,1526,Lerche,1,"Boys Love, Drama, Romance",Music,Shounen,PG-13 - Teens 13 or older,59 min.,Movie,Aug 22/2020,"The band ""given""—comprised of Ritsuka Uenoyama, Mafuyu Satou, Haruki Nakayama, and Akihiko Kaji—has advanced to the final screening of the Countdown-fes Amateur Contest, in which they will be judged on their live act. Although enthusiastic, they worry about having only one original song to perform.Mafuyu embraces the idea of learning more about music in order to create new, emotionally resonant songs. In this regard, he unexpectedly receives help from Ugetsu Murata, Akihiko on-again, off-again lover. Ugetsu has unsuccessfully tried to let go of Akihiko, who himself is torn between lingering feelings for his past and an uncertain resolve for the future.As the competition draws near, Haruki uncharacteristically begins to doubt his place in the band and the trust he shares with Akihiko. It is a given that not all attachments last forever, but it remains to be seen what can be salvaged from the ruins of heartbreak—or if only regrets will endure.","{'Adaptation': 'Given', 'Prequel': 'Given', 'Side story': 'Given__Uragawa no Sonzai', 'Sequel': 'Given (Zoku-hen)'}","{'Mafuyu Satou': 'Main', 'Ritsuka Uenoyama': 'Main', 'Haruki Nakayama': 'Main', 'Akihiko Kaji': 'Main', 'Ugetsu Murata': 'Supporting', 'Hiiragi Kashima': 'Supporting', 'Shizusumi Yagi': 'Supporting', 'Kouji Yatake': 'Supporting', 'Shougo Itaya': 'Supporting', 'Ryou Ueki': 'Supporting'}",Mafuyu Satou,"['Ritsuka Uenoyama', 'Haruki Nakayama', 'Akihiko Kaji']","['Ugetsu Murata', 'Hiiragi Kashima', 'Shizusumi Yagi', 'Kouji Yatake', 'Shougo Itaya', 'Ryou Ueki']",Given,Given,,Given__Uragawa no Sonzai,Given (Zoku-hen)
423,Hinamatsuri (TV),8.14,424,417,481689,4264,feel.,12,"Comedy, Supernatural","Childcare, Organized Crime",Seinen,PG-13 - Teens 13 or older,23 min. ,TV,Apr 6/2018 to Jun 22/2018,"While reveling in the successful clinching of a prized vase for his collection, Yoshifumi Nitta, a yakuza member, is rudely interrupted when a large, peculiar capsule suddenly materializes and falls on his head. He opens the capsule to reveal a young, blue-haired girl, who doesn't divulge anything about herself but her name—Hina—and the fact that she possesses immense powers. As if things couldn't get any worse, she loses control and unleashes an explosion if her powers remain unused. Faced with no other choice, Nitta finds himself becoming her caregiver.To let her use her powers freely, Nitta asks Hina to help out with a construction deal, which goes smoothly. But while this is happening, a rival yakuza group covertly attacks his boss. To Nitta shock, his colleagues later pin the blame on him! Tasked with attacking the rival group in retaliation, Nitta steels himself and arrives at their hideout. But suddenly, Hina unexpectedly steps in and helps him wipe out the entire group. As it turns out, Hina might just become a valuable asset to Nitta and his yakuza business, provided she does not use her powers on him first! And so the strange life of this unusual duo begins.",{'Adaptation': 'Hinamatsuri'},"{'Yoshifumi Nitta': 'Main', 'Hitomi Mishima': 'Main', 'Utako Sakura': 'Supporting', 'Tatsuhiko Naitou': 'Supporting', 'Kiyoshi Baba': 'Supporting'}",Yoshifumi Nitta,['Hitomi Mishima'],"['Utako Sakura', 'Tatsuhiko Naitou', 'Kiyoshi Baba']",Hinamatsuri,,,,
424,Kaiba,8.14,425,1443,144098,3499,Madhouse,12,"Adventure, Award Winning, Mystery, Romance, Sci-Fi","Childcare, Organized Crime",Seinen,R+ - Mild Nudity,24 min. ,TV,Apr 11/2008 to Jul 25/2008,"In a world where memories exist in memory chips separate from the body, death of the body no longer means death of the soul. It is possible for memories to be viewed, altered, and transferred between bodies. These memory chips are used by the rich to obtain eternal lives in carefully selected bodies, while for the poor, selling their own bodies and conserving their souls in the chips often become the only way to earn a living. An electrolytic cloud in the sky serves as a barrier between the heavens of the fortunate and the underworld of the destitute, making this social division impregnable.One day, a man named Kaiba wakes up in an empty room with no memories, a mysterious hole in his chest, and a locket holding the picture of an unknown woman. After escaping an attack and stumbling upon a decrepit village of underworld residents, he begins his adventure across the different planets of this strange universe to find out more about his own identity and the woman he once knew.Through a journey of self-discovery and acceptance, Kaiba weaves together tales of souls and spirits and explores the importance of memories.",{'Adaptation': 'Hinamatsuri'},{},,,[],Hinamatsuri,,,,
425,Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,8.13,426,5367,13039,119,Shin-Ei Animation,1,"Adventure, Comedy, Fantasy",Mecha,Seinen,PG - Children,1 hr. 48 min.,Movie,Mar 5/2011,"Jealous of Suneo new robot toy, Nobita asks Doraemon to build him an even better one. Doraemon initially refuses, until Nobita accidentally discovers pieces of a mysterious robot that falls from the sky. After gathering all the robot parts and assembled them together, the giant robot, Zanda Claus, is soon completed. The duo soon learn that the robot is not a mere toy, but a powerful weapon in the fight against the coming Robot Army that is going to attack Earth and enslave the human inhabitants of it. An invasion is near, as a mysterious girl Riruru (リルル, Alternative spelling: Lilulu, Lillele [Doko Demo Doa Scanlations]) shows up, looking for the robot.(Source: Wikipedia)","{'Alternative version': 'Doraemon Movie 07__Nobita to Tetsujin Heidan', 'Parent story': 'Doraemon (2005)'}","{'Nobita Nobi': 'Main', 'Shizuka Minamoto': 'Main', 'Suneo Honekawa': 'Main', 'Takeshi Gouda': 'Main', 'Nobisuke Nobi': 'Main', 'Masaaki Fukuyama': 'Main'}",Nobita Nobi,"['Shizuka Minamoto', 'Suneo Honekawa', 'Takeshi Gouda', 'Nobisuke Nobi', 'Masaaki Fukuyama']",[],,,Doraemon Movie 07__Nobita to Tetsujin Heidan,,
426,Eizouken ni wa Te wo Dasu na!,8.13,427,692,315252,3840,Science SARU,12,"Adventure, Award Winning, Comedy","Otaku Culture, School",Seinen,PG-13 - Teens 13 or older,25 min. ,TV,Jan 6/2020 to Mar 23/2020,"Midori Asakusa sees the world a bit differently. Always having her nose in a sketchbook, Asakusa draws detailed landscapes and backgrounds of both the world around her and the one within her boundless imagination. Even the simple act of doodling on a wall evolves into an emergency repair on the outer hull of her spaceship. She is only brought back to reality by her best friend Sayaka Kanamori. The pair are stark opposites, with Asakusa childlike wonder contrasted by Kanamori calculated approach to life.After a chance encounter where the two ""save"" the young model Tsubame Misuzaki from her overprotective bodyguard, a connection instantly sparks between Asakusa and Misuzaki, as both share an intense passion for art and animation. Whereas Asakusa is interested in backgrounds and settings, Misuzaki loves drawing the human form. Sensing a money-making opportunity, Kanamori suggests that they start an animation club, which they disguise as a motion picture club since the school already has an anime club. Thus begins the trio journey of producing animation that will awe the world.From the brilliant mind of Masaaki Yuasa, Eizouken ni wa Te wo Dasu na! is a love letter to animation, wildly creative in its approach, and a testament to the potential of the medium.","{'Adaptation': 'Eizouken ni wa Te wo Dasuna!', 'Other': 'Eizouken Mini Anime'}","{'Sayaka Kanamori': 'Main', 'Midori Asakusa': 'Main', 'Tsubame Mizusaki': 'Main', 'Sowande Sakaki': 'Supporting', 'Tooru Dotonbori': 'Supporting'}",Sayaka Kanamori,"['Midori Asakusa', 'Tsubame Mizusaki']","['Sowande Sakaki', 'Tooru Dotonbori']",Eizouken ni wa Te wo Dasuna!,,,,
427,Haikyuu!! Movie 3: Sainou to Sense,8.13,428,2209,78704,93,Production I.G,1,"Adventure, Award Winning, Comedy","School, Team Sports",Shounen,PG-13 - Teens 13 or older,1 hr. 29 min.,Movie,Sep 15/2017,"Following the events of the Inter-High, the Karasuno High School volleyball team decides to regroup by attending an intensive boot camp organized by Nekoma High School in Tokyo. At the camp, the team continues to suffer loss upon loss to the other schools in attendance. Reaching an impasse, the players each struggle to break out of their routine to hone their skills.For the team setter-and-ace duo Shouyou Hinata and Tobio Kageyama, the frustrations cause them to falter more than anyone else. While Hinata develops his own playstyle, his recklessness leads him to fall out of sync with Kageyama sets and earns his partner ire instead. As they search for an answer to their woes, the two find what they are lacking from two unlikely people. Will it be enough for the team to overcome their rut?","{'Full story': 'Haikyuu!! Second Season', 'Prequel': 'Haikyuu!! Movie 2__Shousha to Haisha', 'Sequel': 'Haikyuu!! Movie 4__Concept no Tatakai'}","{'Shouyou Hinata': 'Main', 'Tobio Kageyama': 'Main', 'Tooru Oikawa': 'Main', 'Hajime Iwaizumi': 'Main', 'Yuu Nishinoya': 'Supporting', 'Kei Tsukishima': 'Supporting', 'Koushi Sugawara': 'Supporting', 'Ryuunosuke Tanaka': 'Supporting', 'Tadashi Yamaguchi': 'Supporting', 'Asahi Azumane': 'Supporting'}",Shouyou Hinata,"['Tobio Kageyama', 'Tooru Oikawa', 'Hajime Iwaizumi']","['Yuu Nishinoya', 'Kei Tsukishima', 'Koushi Sugawara', 'Ryuunosuke Tanaka', 'Tadashi Yamaguchi', 'Asahi Azumane']",,Haikyuu!! Movie 2__Shousha to Haisha,,,Haikyuu!! Movie 4__Concept no Tatakai
428,Interstella5555: The 5tory of The 5ecret 5tar 5ystem,8.13,429,2363,70524,915,Toei Animation,1,"Adventure, Drama, Sci-Fi","Adult Cast, Music",Shounen,G - All Ages,1 hr. 5 min.,No information provided by MAL,Dec 1/2003,"This music video is the visual realization of ""Discovery"", an album by Daft Punk. It tells the story of a band of four extraterrestrial musicians who are kidnapped and brought back to Earth by an evil manager. Their only hopes lie with a space pilot from their home planet who, after receiving a distress call broadcasted during the abduction, seeks out to rescue them.","{'Full story': 'Haikyuu!! Second Season', 'Prequel': 'Haikyuu!! Movie 2__Shousha to Haisha', 'Sequel': 'Haikyuu!! Movie 4__Concept no Tatakai'}",{'Mr. Darkwood': 'Main'},Mr. Darkwood,[],[],,Haikyuu!! Movie 2__Shousha to Haisha,,,Haikyuu!! Movie 4__Concept no Tatakai
429,JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 2,8.13,430,1117,194313,831,David Production,12,"Action, Adventure, Supernatural","Adult Cast, Music",Shounen,R - 17+ (violence & profanity),24 min. ,ONA,Sep 1/2022,"Thrown into solitary confinement after a daring rescue attempt, Jolyne Kuujou fights to uncover the sinister plot of Whitesnake, an enemy Stand whose mysterious wielder remains unknown to her.Whitesnake user is actually Enrico Pucci, priest and chaplain of Green Dolphin Street Prison. Pucci shares a deep connection with a villain who once plagued the Joestar bloodline, making his feud with Jolyne and her father, Joutarou, a personal one. Intent on executing the master plan of his deceased friend, Pucci uses the prison and its inmates to fulfill his nefarious schemes.Assisted by fellow prisoners, like Ermes Costello and Foo Fighters, Jolyne battles several enemy Stand users. As the ramifications of Pucci plot spread beyond the confines of the prison and begin to threaten the rest of the world, Jolyne embraces her family lineage and risks her life to put an end to evil.","{'Adaptation': 'JoJo no Kimyou na Bouken Part 6__Stone Ocean', 'Prequel': 'JoJo no Kimyou na Bouken Part 6__Stone Ocean', 'Sequel': 'JoJo no Kimyou na Bouken Part 6__Stone Ocean Part 3'}","{'Jolyne Kuujou': 'Main', 'Enrico Pucci': 'Main', 'Narciso Anasui': 'Main', 'Ermes Costello': 'Main', 'Emporio Alniño': 'Main', 'Joutarou Kuujou': 'Main', 'Dio Brando': 'Main'}",Jolyne Kuujou,"['Enrico Pucci', 'Narciso Anasui', 'Ermes Costello', 'Emporio Alniño', 'Joutarou Kuujou', 'Dio Brando']",[],JoJo no Kimyou na Bouken Part 6__Stone Ocean,JoJo no Kimyou na Bouken Part 6__Stone Ocean,,,JoJo no Kimyou na Bouken Part 6__Stone Ocean Part 3
430,Katekyo Hitman Reborn!,8.13,431,364,540567,15768,Artland,203,"Action, Comedy","Organized Crime, Super Power",Shounen,PG-13 - Teens 13 or older,24 min. ,TV,Oct 7/2006 to Sep 25/2010,"There is no putting it lightly—Tsunayoshi Sawada is just no good. He is clumsy, talentless, and desperately in love with the school idol Kyouko Sasagawa, a girl so completely out of his league. Dubbed ""Loser Tsuna"" by his classmates, he seems to be the very personification of failure in the guise of a middle-schooler.Tsuna boring life takes an extraordinary twist when he encounters the mysterious Reborn, who happens to be a hitman... and shockingly, a baby! Sent from the strongest Mafia family in Italy, Reborn is assigned the daunting mission of preparing the dull middle schooler to succeed the ninth boss of the notorious Vongola family, who is on the brink of retirement. The dull boy has a grueling road ahead, but with the help of his new criminal affiliates and his peculiar home tutor, perhaps even Loser Tsuna can achieve greatness.","{'Adaptation': 'Katekyo Hitman Reborn!', 'Side story': 'Katekyo Hitman Reborn! Vongola Family Soutoujou! Vongola Shiki Shuugakuryokou, Kuru!!', 'Other': 'Katekyo Hitman Reborn! x ēlDLIVE Special'}","{'Tsunayoshi Sawada': 'Main', 'Kyouya Hibari': 'Main', 'Hayato Gokudera': 'Main', 'Takeshi Yamamoto': 'Main', 'Mukuro Rokudou': 'Main', 'Chrome Dokuro': 'Main', 'Ryouhei Sasagawa': 'Main'}",Tsunayoshi Sawada,"['Kyouya Hibari', 'Hayato Gokudera', 'Takeshi Yamamoto', 'Mukuro Rokudou', 'Chrome Dokuro', 'Ryouhei Sasagawa']",[],Katekyo Hitman Reborn!,,,"Katekyo Hitman Reborn! Vongola Family Soutoujou! Vongola Shiki Shuugakuryokou, Kuru!!",
431,Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,8.13,432,4254,23079,190,Seven Arcs,1,"Action, Comedy, Drama, Sci-Fi",Mahou Shoujo,Shounen,R+ - Mild Nudity,2 hr. 29 min.,Movie,Jul 14/2012,"Several months have passed since the Jewel Seed incident, and Nanoha Takamachi is getting ready to welcome Fate Testarossa back from her trial with the Administrative Bureau. Having received conditional clemency for her role in preventing the crisis, Fate has been allowed to attend school with Nanoha. However, before the two girls can settle into their daily lives together, a group of dark mages suddenly descend upon them. Overpowered by their unknown assailants, Nanoha and Fate have their mana absorbed by an ominous grimoire, and both Raising Heart and Bardiche are damaged in the process.The ones behind this ambush are known as the Wolkenritter, and its four members—Vita, Signum, Shamal, and the familiar Zafila—were summoned by the Book of Darkness to carry out its malignant bidding. The book current owner is the young girl Hayate Yagami, oblivious to its true nature while the Wolkenritter, charging its power with the forcibly stolen mana, is duty-bound to seek the tome completion.Left drained and weaponless, Nanoha and Fate must race against time to recover their strength and confront the Wolkenritter, with the aim of preventing the quartet from finishing the Book of Darkness and unleashing its devastating magic upon the world.","{'Adaptation': ""Mahou Shoujo Lyrical Nanoha__The Movie 2nd A's - Tribute Comics"", 'Alternative version': ""Mahou Shoujo Lyrical Nanoha A's"", 'Prequel': 'Mahou Shoujo Lyrical Nanoha__The Movie 1st', 'Sequel': 'Mahou Shoujo Lyrical Nanoha__Reflection', 'Side story': ""Mahou Shoujo Lyrical Nanoha__The Movie 2nd A's Mini Picture Drama"", 'Other': ""Mahou Shoujo Lyrical Nanoha A's Picture Drama""}","{'Fate Testarossa': 'Main', 'Nanoha Takamachi': 'Main', 'Hayate Yagami': 'Main', 'Yuuno Scrya': 'Main'}",Fate Testarossa,"['Nanoha Takamachi', 'Hayate Yagami', 'Yuuno Scrya']",[],Mahou Shoujo Lyrical Nanoha__The Movie 2nd A's - Tribute Comics,Mahou Shoujo Lyrical Nanoha__The Movie 1st,Mahou Shoujo Lyrical Nanoha A's,Mahou Shoujo Lyrical Nanoha__The Movie 2nd A's Mini Picture Drama,Mahou Shoujo Lyrical Nanoha__Reflection
432,Princess Tutu,8.13,433,1338,160445,4726,Hal Film Maker,38,"Comedy, Drama, Fantasy, Mystery, Romance","Mahou Shoujo, Performing Arts",Shounen,PG-13 - Teens 13 or older,16 min. ,TV,Aug 16/2002 to May 23/2003,"In a fairy tale come to life, the clumsy, sweet, and gentle Ahiru seems like an unlikely protagonist. In reality, Ahiru is just as magical as the talking cats and crocodiles that inhabit her town—for Ahiru really is a duck! Transformed by the mysterious Drosselmeyer into a human girl, Ahiru soon learns the reason for her existence. Using her magical egg-shaped pendant, Ahiru can transform into Princess Tutu—a beautiful and talented ballet dancer whose dances relieve people of the turmoil in their hearts. With her newfound ability, Ahiru accepts the challenge of collecting the lost shards of her prince heart, for long ago he had shattered it in order to seal an evil raven away for all eternity.Princess Tutu is a tale of heroes and their struggle against fate. Their beliefs, their feelings, and ultimately their actions will determine whether this fairy tale can reach its ""happily ever after.""","{'Adaptation': 'Princess Tutu', 'Summary': 'Princess Tutu Recaps'}","{'Ahiru Arima': 'Main', 'Rue Kuroha': 'Main'}",Ahiru Arima,['Rue Kuroha'],[],Princess Tutu,,,,
433,Kuragehime,8.12,434,975,225242,4430,Brain's Base,11,"Comedy, Drama, Fantasy, Mystery, Romance","Crossdressing, Visual Arts",Josei,PG-13 - Teens 13 or older,22 min. ,TV,Oct 15/2010 to Dec 31/2010,"Ever since her late mother took her to an aquarium when she was young, Tsukimi Kurashita has been obsessed with jellyfish, comparing their flowing tentacles to a princess white dress. Now living with five other unemployed otaku women, 19-year-old Tsukimi spends her days as a social outcast dreaming of becoming an illustrator.However, her life changes forever when one day, a beautiful woman unexpectedly helps her save a jellyfish in a local pet store. From then on, the stranger—confident, fashionable, and the complete opposite of Tsukimi and her roommates—begins to regularly visit the girls' building. This trendy hipster, though appearing shallow at first, harbors some secrets of her own, starting with the fact that ""she"" isn't really a girl at all, but a wealthy male college student named Kuranosuke Koibuchi!","{'Adaptation': 'Kuragehime', 'Side story': 'Kuragehime__Eiyuu Retsuden☆', 'Other': 'Kuragehime__Soreike! Amars Tankentai'}","{'Kuranosuke Koibuchi': 'Main', 'Tsukimi Kurashita': 'Main', 'Yoshio Hanamori': 'Supporting', 'Shuu Koibuchi': 'Supporting', 'Saburouta Negishi': 'Supporting', 'Shouko Inari': 'Supporting'}",Kuranosuke Koibuchi,['Tsukimi Kurashita'],"['Yoshio Hanamori', 'Shuu Koibuchi', 'Saburouta Negishi', 'Shouko Inari']",Kuragehime,,,Kuragehime__Eiyuu Retsuden☆,
434,One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,8.12,435,2465,65929,83,Toei Animation,1,"Action, Adventure, Fantasy","Crossdressing, Visual Arts",Shounen,PG-13 - Teens 13 or older,1 hr. 46 min.,Special,Aug 25/2012,"Nami betrays the Straw Hat crew and steals their ship and treasures, escaping to Arlong Park. Luffy and his crew follow her, only to come face to face with the infamous pirate Arlong, a ruthless fish-man who has taken over Nami home island with force and Naval bribes. As opinions clash and the Straw Hats attempt to convince Nami to rejoin the team, her true motivation behind the deception will be revealed at last.",{'Full story': 'One Piece'},"{'Luffy Monkey D.': 'Main', 'Zoro Roronoa': 'Main'}",Luffy Monkey D.,['Zoro Roronoa'],[],,,,,
435,Toki wo Kakeru Shoujo,8.12,436,229,759671,5734,Madhouse,1,"Award Winning, Drama, Romance, Sci-Fi","School, Time Travel",Shounen,G - All Ages,1 hr. 39 min.,Movie,Jul 15/2006,"Makoto Konno is in her last year of high school, but is having a hard time deciding what to do with her future. In between enduring the pressure of her teachers and killing time with her best friends, Makoto life suddenly changes when she accidentally discovers that she is capable of literally leaping through time.Toki wo Kakeru Shoujo follows Makoto as she plays around with her newfound power. However, she soon learns the hard way that every choice has a consequence, and time is a lot more complicated than it may seem.",{'Adaptation': 'Toki wo Kakeru Shoujo'},"{'Makoto Konno': 'Main', 'Chiaki Mamiya': 'Main', 'Kousuke Tsuda': 'Main', 'Kazuko Yoshiyama': 'Supporting', 'Soujirou Takase': 'Supporting', 'Miyuki Konno': 'Supporting', 'Kaho Fujitani': 'Supporting', 'Yuri Hayakawa': 'Supporting'}",Makoto Konno,"['Chiaki Mamiya', 'Kousuke Tsuda']","['Kazuko Yoshiyama', 'Soujirou Takase', 'Miyuki Konno', 'Kaho Fujitani', 'Yuri Hayakawa']",Toki wo Kakeru Shoujo,,,,
436,Boku no Hero Academia 2nd Season,8.12,437,14,2381868,17158,Bones,25,"Award Winning, Drama, Romance, Sci-Fi","School, Super Power",Shounen,PG-13 - Teens 13 or older,23 min. ,TV,Apr 1/2017 to Sep 30/2017,"At UA Academy, not even a violent attack can disrupt their most prestigious event: the school sports festival. Renowned across Japan, this festival is an opportunity for aspiring heroes to showcase their abilities, both to the public and potential recruiters.However, the path to glory is never easy, especially for Izuku Midoriya—whose quirk possesses great raw power but is also cripplingly inefficient. Pitted against his talented classmates, such as the fire and ice wielding Shouto Todoroki, Izuku must utilize his sharp wits and master his surroundings to achieve victory and prove to the world his worth.","{'Adaptation': 'Boku no Hero Academia', 'Prequel': 'Boku no Hero Academia', 'Side story': 'Boku no Hero Academia__Training of the Dead', 'Sequel': 'Boku no Hero Academia 3rd Season'}","{'Shouto Todoroki': 'Main', 'Izuku Midoriya': 'Main', 'Katsuki Bakugou': 'Main', 'Ochako Uraraka': 'Main', 'Tenya Iida': 'Main', 'Shouta Aizawa': 'Main', 'Eijirou Kirishima': 'Supporting', 'Himiko Toga': 'Supporting', 'Tsuyu Asui': 'Supporting'}",Shouto Todoroki,"['Izuku Midoriya', 'Katsuki Bakugou', 'Ochako Uraraka', 'Tenya Iida', 'Shouta Aizawa']","['Eijirou Kirishima', 'Himiko Toga', 'Tsuyu Asui']",Boku no Hero Academia,Boku no Hero Academia,,Boku no Hero Academia__Training of the Dead,Boku no Hero Academia 3rd Season
437,Detective Conan Movie 05: Countdown to Heaven,8.12,438,2606,60330,53,TMS Entertainment,1,"Adventure, Comedy, Mystery",Detective,Shounen,PG-13 - Teens 13 or older,1 hr. 40 min.,Movie,Apr 21/2001,"Conan Edogawa, the Detective Boys, and Professor Hiroshi Agasa decide to visit the Nishitamashi Twin Towers. There they run into Ran Mouri; her closest friend, Sonoko Suzuki, and Ran father, the famous Kogorou Mouri. Learning the trio are attending the towers' grand opening, Conan and company tag along for a private tour of its floors.However, as preparations are finalized for the opening ceremony, their visit takes an unexpected turn—three brutal murders occur, seemingly linked to a mysterious Porsche 356A. Soon after, as Conan and the detectives dive deeper into the case, the towers are rocked by an explosion. With fire rapidly spreading and lives in danger, police desperately seek to evacuate everyone. But when the elevator, their only means to escape goes down, Conan and company are left behind. With help on its way, they frantically try to keep everyone safe, but time is running out if they want to bring the perpetrators to justice.","{'Adaptation': 'Meitantei Conan__Tengoku e no Countdown', 'Parent story': 'Detective Conan'}","{'Conan Edogawa': 'Main', 'Ai Haibara': 'Main', 'Ran Mouri': 'Main', 'Kogorou Mouri': 'Main', 'Ayumi Yoshida': 'Main', 'Mitsuhiko Tsuburaya': 'Main', 'Genta Kojima': 'Main', 'Wataru Takagi': 'Supporting', 'Hiroshi Agasa': 'Supporting'}",Conan Edogawa,"['Ai Haibara', 'Ran Mouri', 'Kogorou Mouri', 'Ayumi Yoshida', 'Mitsuhiko Tsuburaya', 'Genta Kojima']","['Wataru Takagi', 'Hiroshi Agasa']",Meitantei Conan__Tengoku e no Countdown,,,,
